,Buyer_ID,Personal_Order_Number,Personal_Purchase_Number,Product_ID,Seller_ID,Quantity,Price,Fullfill_Date,Sell_Time
2909,411,519,[ 1  2  3  4  5  6  7  8  9 10],2135,426,47,590.56,2020-06-26,12:51:09
2910,245,520,[1 2 3 4],602,132,190,39.54,2020-06-26,12:51:09
2911,283,520,[ 1  2  3  4  5  6  7  8  9 10 11 12],228,18,26,2262.26,2020-06-26,12:51:09
2912,105,520,[ 1  2  3  4  5  6  7  8  9 10],506,317,31,27.47,2020-06-26,12:51:09
2913,364,520,[1 2 3 4 5 6 7 8],1197,383,164,12.93,2020-06-26,12:51:09
2914,18,520,[ 1  2  3  4  5  6  7  8  9 10],854,383,8,26.69,2020-06-26,12:51:09
2915,101,521,[1 2 3 4],2441,261,8,13.5,2020-06-26,12:51:09
2916,374,521,[ 1  2  3  4  5  6  7  8  9 10 11 12],2499,322,64,17.93,2020-06-26,12:51:09
2917,355,521,[ 1  2  3  4  5  6  7  8  9 10],859,274,208,51.85,2020-06-26,12:51:09
2918,228,521,[1 2 3 4 5 6 7 8],2534,466,101,14.59,2020-06-26,12:51:09
2919,389,521,[ 1  2  3  4  5  6  7  8  9 10],2899,254,171,17.41,2020-06-26,12:51:09
2920,372,522,[1 2 3 4],1532,340,73,38.53,2020-06-26,12:51:09
2921,24,522,[ 1  2  3  4  5  6  7  8  9 10 11 12],3679,238,74,44.42,2020-06-26,12:51:09
2922,65,522,[ 1  2  3  4  5  6  7  8  9 10],619,85,215,11.78,2020-06-26,12:51:09
2923,464,522,[1 2 3 4 5 6 7 8],582,21,8,50.19,2020-06-26,12:51:09
2924,325,522,[ 1  2  3  4  5  6  7  8  9 10],2492,386,128,15.1,2020-06-26,12:51:09
2925,81,523,[1 2 3 4],557,47,99,1341.97,2020-06-26,12:51:09
2926,419,523,[ 1  2  3  4  5  6  7  8  9 10 11 12],3457,479,72,16.88,2020-06-26,12:51:09
2927,284,523,[ 1  2  3  4  5  6  7  8  9 10],2781,73,132,8.41,2020-06-26,12:51:09
2928,430,523,[1 2 3 4 5 6 7 8],1332,496,50,5.34,2020-06-26,12:51:09
2929,238,523,[ 1  2  3  4  5  6  7  8  9 10],2032,33,169,17.24,2020-06-26,12:51:09
2930,343,524,[1],390,321,33,23.61,2014-09-19,12:42:04
2931,223,524,[ 1  2  3  4  5  6  7  8  9 10],632,91,110,77.73,2014-09-19,12:42:04
2932,226,524,[ 1  2  3  4  5  6  7  8  9 10 11 12],199,288,67,13.02,2014-09-19,12:42:04
2933,145,524,[1 2],3432,0,47,7.36,2014-09-19,12:42:04
2934,257,524,[1 2],2010,482,89,38.89,2014-09-19,12:42:04
2935,101,524,[1 2 3 4 5 6 7 8 9],555,125,220,79.63,2014-09-19,12:42:04
2936,171,525,[1],1984,436,179,10.48,2014-09-19,12:42:04
2937,453,525,[ 1  2  3  4  5  6  7  8  9 10],727,45,19,17.46,2014-09-19,12:42:04
2938,269,525,[ 1  2  3  4  5  6  7  8  9 10 11 12],1953,27,82,8.36,2014-09-19,12:42:04
2939,274,525,[1 2],420,437,24,5.95,2014-09-19,12:42:04
2940,237,525,[1 2],918,102,149,11.64,2014-09-19,12:42:04
2941,321,525,[1 2 3 4 5 6 7 8 9],2021,333,8,6.97,2014-09-19,12:42:04
2942,455,526,[1],3199,337,175,22.46,2014-09-19,12:42:04
2943,36,526,[ 1  2  3  4  5  6  7  8  9 10],256,424,99,14.28,2014-09-19,12:42:04
2944,470,526,[ 1  2  3  4  5  6  7  8  9 10 11 12],3545,339,106,37.22,2014-09-19,12:42:04
2945,327,526,[1 2],2534,341,79,13.23,2014-09-19,12:42:04
2946,37,526,[1 2],113,170,109,10.49,2014-09-19,12:42:04
2947,359,526,[1 2 3 4 5 6 7 8 9],3629,145,7,142.72,2014-09-19,12:42:04
2948,498,527,[1],3464,496,85,15.34,2014-09-19,12:42:04
2949,383,527,[ 1  2  3  4  5  6  7  8  9 10],3003,169,51,27.44,2014-09-19,12:42:04
2950,83,527,[ 1  2  3  4  5  6  7  8  9 10 11 12],1965,236,50,24.65,2014-09-19,12:42:04
2951,485,527,[1 2],762,179,31,230.5,2014-09-19,12:42:04
2952,1,527,[1 2],1316,428,112,397.66,2014-09-19,12:42:04
2953,268,527,[1 2 3 4 5 6 7 8 9],508,422,185,42.16,2014-09-19,12:42:04
2954,78,528,[1],3781,65,134,13.54,2014-09-19,12:42:04
2955,367,528,[ 1  2  3  4  5  6  7  8  9 10],476,477,204,1089.49,2014-09-19,12:42:04
2956,277,528,[ 1  2  3  4  5  6  7  8  9 10 11 12],441,63,70,116.05,2014-09-19,12:42:04
2957,159,528,[1 2],2184,202,103,140.35,2014-09-19,12:42:04
2958,401,528,[1 2],722,319,21,59.97,2014-09-19,12:42:04
2959,186,528,[1 2 3 4 5 6 7 8 9],826,270,88,87.13,2014-09-19,12:42:04
2960,74,529,[1],2550,440,25,54.36,2014-09-19,12:42:04
2961,35,529,[ 1  2  3  4  5  6  7  8  9 10],2858,410,61,1131.55,2014-09-19,12:42:04
2962,457,529,[ 1  2  3  4  5  6  7  8  9 10 11 12],3494,377,8,11.46,2014-09-19,12:42:04
2963,281,529,[1 2],1720,323,150,24.96,2014-09-19,12:42:04
2964,288,529,[1 2],3696,420,209,24.71,2014-09-19,12:42:04
2965,314,529,[1 2 3 4 5 6 7 8 9],1893,77,216,5.61,2014-09-19,12:42:04
2966,151,530,[1 2 3 4 5],3227,5,119,6.41,2008-01-27,17:08:40
2967,340,530,[ 1  2  3  4  5  6  7  8  9 10],3145,175,62,27.43,2008-01-27,17:08:40
2968,45,530,[1 2 3 4],2622,329,108,73.89,2008-01-27,17:08:40
2969,453,530,[ 1  2  3  4  5  6  7  8  9 10],1987,312,45,43.71,2008-01-27,17:08:40
2970,339,530,[1 2 3 4 5],3115,271,119,164.65,2008-01-27,17:08:40
2971,127,531,[1 2 3 4 5],441,364,231,127.78,2008-01-27,17:08:40
2972,161,531,[ 1  2  3  4  5  6  7  8  9 10],463,155,243,13.84,2008-01-27,17:08:40
2973,229,531,[1 2 3 4],1022,218,120,21.82,2008-01-27,17:08:40
2974,218,531,[ 1  2  3  4  5  6  7  8  9 10],3705,440,180,49.02,2008-01-27,17:08:40
2975,83,531,[1 2 3 4 5],3093,0,80,65.83,2008-01-27,17:08:40
2976,349,532,[1 2 3 4 5],2982,443,65,39.88,2008-01-27,17:08:40
2977,38,532,[ 1  2  3  4  5  6  7  8  9 10],1088,132,109,94.09,2008-01-27,17:08:40
2978,294,532,[1 2 3 4],3803,79,192,160.1,2008-01-27,17:08:40
2979,157,532,[ 1  2  3  4  5  6  7  8  9 10],3003,151,93,28.82,2008-01-27,17:08:40
2980,358,532,[1 2 3 4 5],1083,278,59,55.11,2008-01-27,17:08:40
2981,452,533,[1 2 3 4 5],2918,249,163,207.18,2008-01-27,17:08:40
2982,379,533,[ 1  2  3  4  5  6  7  8  9 10],2714,217,138,31.04,2008-01-27,17:08:40
2983,222,533,[1 2 3 4],130,80,147,58.41,2008-01-27,17:08:40
2984,171,533,[ 1  2  3  4  5  6  7  8  9 10],1234,331,226,1245.1,2008-01-27,17:08:40
2985,482,533,[1 2 3 4 5],1347,301,166,13.0,2008-01-27,17:08:40
2986,467,534,[1 2 3 4 5],639,114,57,21.59,2008-01-27,17:08:40
2987,128,534,[ 1  2  3  4  5  6  7  8  9 10],1628,56,231,126.73,2008-01-27,17:08:40
2988,289,534,[1 2 3 4],1432,268,244,12.7,2008-01-27,17:08:40
2989,132,534,[ 1  2  3  4  5  6  7  8  9 10],2340,196,72,604.7,2008-01-27,17:08:40
2990,378,534,[1 2 3 4 5],152,19,158,17.68,2008-01-27,17:08:40
2991,223,535,[1 2 3 4 5 6 7 8 9],482,287,184,22.43,2007-10-13,12:52:31
2992,65,535,[1 2 3 4 5],1527,458,55,7.5,2007-10-13,12:52:31
2993,399,536,[1 2 3 4 5 6 7 8 9],1955,292,167,17.89,2007-10-13,12:52:31
2994,279,536,[1 2 3 4 5],2089,262,159,116.93,2007-10-13,12:52:31
2995,244,537,[1],1565,365,235,8.29,2012-11-10,14:15:28
2996,92,537,[1 2 3],801,351,196,53.63,2012-11-10,14:15:28
2997,418,537,[1 2 3 4],1687,150,148,42.56,2012-11-10,14:15:28
2998,126,537,[1 2 3 4 5 6 7 8 9],622,376,131,31.13,2012-11-10,14:15:28
2999,405,537,[1 2],528,499,129,26.5,2012-11-10,14:15:28
3000,248,537,[1 2 3 4 5 6],1679,397,250,18.36,2012-11-10,14:15:28
3001,233,537,[1 2 3 4 5 6 7],2613,121,161,25.58,2012-11-10,14:15:28
3002,349,538,[1],3597,157,177,18.11,2012-11-10,14:15:28
3003,182,538,[1 2 3],1270,159,72,178.14,2012-11-10,14:15:28
3004,355,538,[1 2 3 4],3333,299,114,91.83,2012-11-10,14:15:28
3005,386,538,[1 2 3 4 5 6 7 8 9],2129,350,107,478.56,2012-11-10,14:15:28
3006,237,538,[1 2],1898,263,173,10.85,2012-11-10,14:15:28
3007,141,538,[1 2 3 4 5 6],2507,126,175,119.02,2012-11-10,14:15:28
3008,138,538,[1 2 3 4 5 6 7],1905,290,207,19.38,2012-11-10,14:15:28
3009,475,539,[1],3724,239,186,17.61,2012-11-10,14:15:28
3010,462,539,[1 2 3],689,130,17,18.0,2012-11-10,14:15:28
3011,360,539,[1 2 3 4],2016,421,131,61.33,2012-11-10,14:15:28
3012,277,539,[1 2 3 4 5 6 7 8 9],1248,8,4,55.8,2012-11-10,14:15:28
3013,253,539,[1 2],1668,488,218,9.42,2012-11-10,14:15:28
3014,118,539,[1 2 3 4 5 6],1884,346,181,15.42,2012-11-10,14:15:28
3015,117,539,[1 2 3 4 5 6 7],3358,334,77,53.07,2012-11-10,14:15:28
3016,306,540,[1],528,57,81,27.05,2012-11-10,14:15:28
3017,156,540,[1 2 3],2775,177,32,18.16,2012-11-10,14:15:28
3018,242,540,[1 2 3 4],2983,375,200,235.49,2012-11-10,14:15:28
3019,309,540,[1 2 3 4 5 6 7 8 9],922,350,123,38.34,2012-11-10,14:15:28
3020,412,540,[1 2],78,387,85,10.82,2012-11-10,14:15:28
3021,349,540,[1 2 3 4 5 6],1963,426,152,5.37,2012-11-10,14:15:28
3022,173,540,[1 2 3 4 5 6 7],372,29,10,20.39,2012-11-10,14:15:28
3023,95,541,[1],1415,351,249,40.34,2012-11-10,14:15:28
3024,16,541,[1 2 3],1856,456,26,18.44,2012-11-10,14:15:28
3025,156,541,[1 2 3 4],2712,35,42,50.26,2012-11-10,14:15:28
3026,414,541,[1 2 3 4 5 6 7 8 9],2060,378,37,24.93,2012-11-10,14:15:28
3027,276,541,[1 2],2018,455,198,42.57,2012-11-10,14:15:28
3028,327,541,[1 2 3 4 5 6],3407,108,239,24.16,2012-11-10,14:15:28
3029,329,541,[1 2 3 4 5 6 7],865,69,121,14.83,2012-11-10,14:15:28
3030,360,542,[1],2065,237,5,99.17,2012-11-10,14:15:28
3031,307,542,[1 2 3],700,88,183,17.11,2012-11-10,14:15:28
3032,158,542,[1 2 3 4],2639,389,176,15.74,2012-11-10,14:15:28
3033,17,542,[1 2 3 4 5 6 7 8 9],2664,426,197,70.48,2012-11-10,14:15:28
3034,424,542,[1 2],2840,232,108,39.25,2012-11-10,14:15:28
3035,68,542,[1 2 3 4 5 6],1222,324,103,8.65,2012-11-10,14:15:28
3036,343,542,[1 2 3 4 5 6 7],1856,191,143,17.0,2012-11-10,14:15:28
3037,90,543,[1],272,420,103,32.92,2012-11-10,14:15:28
3038,322,543,[1 2 3],1823,298,5,57.82,2012-11-10,14:15:28
3039,71,543,[1 2 3 4],896,132,211,128.43,2012-11-10,14:15:28
3040,405,543,[1 2 3 4 5 6 7 8 9],470,164,54,14.41,2012-11-10,14:15:28
3041,15,543,[1 2],2749,36,33,110.79,2012-11-10,14:15:28
3042,446,543,[1 2 3 4 5 6],736,433,246,860.96,2012-11-10,14:15:28
3043,69,543,[1 2 3 4 5 6 7],661,304,124,69.38,2012-11-10,14:15:28
3044,413,544,[1 2 3 4 5 6 7 8 9],1876,24,125,15.21,2022-12-23,14:39:48
3045,154,545,[1 2 3 4 5 6],469,446,73,2345.08,2001-12-14,07:45:16
3046,157,545,[ 1  2  3  4  5  6  7  8  9 10],1987,319,213,52.6,2001-12-14,07:45:16
3047,65,545,[ 1  2  3  4  5  6  7  8  9 10],1437,332,67,23.05,2001-12-14,07:45:16
3048,307,545,[1 2 3 4 5 6 7 8 9],1994,62,71,40.62,2001-12-14,07:45:16
3049,377,545,[1 2 3],171,457,145,10.37,2001-12-14,07:45:16
3050,163,546,[1 2 3 4 5 6],1371,242,233,44.77,2001-12-14,07:45:16
3051,448,546,[ 1  2  3  4  5  6  7  8  9 10],3684,470,234,24.85,2001-12-14,07:45:16
3052,136,546,[ 1  2  3  4  5  6  7  8  9 10],187,78,235,21.81,2001-12-14,07:45:16
3053,440,546,[1 2 3 4 5 6 7 8 9],2259,379,69,588.76,2001-12-14,07:45:16
3054,429,546,[1 2 3],3408,333,225,180.7,2001-12-14,07:45:16
3055,393,547,[1 2 3 4 5 6],3155,383,248,17.52,2001-12-14,07:45:16
3056,188,547,[ 1  2  3  4  5  6  7  8  9 10],1144,41,109,11.24,2001-12-14,07:45:16
3057,301,547,[ 1  2  3  4  5  6  7  8  9 10],3406,53,142,322.95,2001-12-14,07:45:16
3058,239,547,[1 2 3 4 5 6 7 8 9],2925,126,49,29.56,2001-12-14,07:45:16
3059,430,547,[1 2 3],335,125,221,9.48,2001-12-14,07:45:16
3060,312,548,[1 2 3 4 5 6],1088,132,161,94.09,2001-12-14,07:45:16
3061,113,548,[ 1  2  3  4  5  6  7  8  9 10],2213,358,228,676.82,2001-12-14,07:45:16
3062,390,548,[ 1  2  3  4  5  6  7  8  9 10],3255,319,39,80.52,2001-12-14,07:45:16
3063,118,548,[1 2 3 4 5 6 7 8 9],2165,365,63,720.59,2001-12-14,07:45:16
3064,90,548,[1 2 3],973,57,164,933.84,2001-12-14,07:45:16
3065,114,549,[1 2 3 4 5 6],3212,272,95,8.07,2001-12-14,07:45:16
3066,137,549,[ 1  2  3  4  5  6  7  8  9 10],3053,251,177,20.38,2001-12-14,07:45:16
3067,321,549,[ 1  2  3  4  5  6  7  8  9 10],2000,133,219,27.82,2001-12-14,07:45:16
3068,487,549,[1 2 3 4 5 6 7 8 9],3254,441,79,36.5,2001-12-14,07:45:16
3069,44,549,[1 2 3],2213,413,6,614.92,2001-12-14,07:45:16
3070,406,550,[1 2],1374,419,122,24.64,2014-11-04,10:56:53
3071,218,550,[ 1  2  3  4  5  6  7  8  9 10],1426,408,2,19.99,2014-11-04,10:56:53
3072,96,550,[ 1  2  3  4  5  6  7  8  9 10 11 12],3810,268,18,10.23,2014-11-04,10:56:53
3073,6,550,[ 1  2  3  4  5  6  7  8  9 10 11 12],376,230,25,17.66,2014-11-04,10:56:53
3074,163,551,[1 2],2070,77,234,95.14,2014-11-04,10:56:53
3075,399,551,[ 1  2  3  4  5  6  7  8  9 10],2940,101,107,52.62,2014-11-04,10:56:53
3076,486,551,[ 1  2  3  4  5  6  7  8  9 10 11 12],2091,483,161,26.92,2014-11-04,10:56:53
3077,61,551,[ 1  2  3  4  5  6  7  8  9 10 11 12],3460,320,170,18.78,2014-11-04,10:56:53
3078,427,552,[1 2],855,316,180,9.35,2014-11-04,10:56:53
3079,410,552,[ 1  2  3  4  5  6  7  8  9 10],3064,117,70,131.82,2014-11-04,10:56:53
3080,440,552,[ 1  2  3  4  5  6  7  8  9 10 11 12],3547,101,123,135.28,2014-11-04,10:56:53
3081,162,552,[ 1  2  3  4  5  6  7  8  9 10 11 12],2290,493,148,1199.65,2014-11-04,10:56:53
3082,152,553,[1 2],3005,31,102,9.28,2014-11-04,10:56:53
3083,67,553,[ 1  2  3  4  5  6  7  8  9 10],2065,237,224,99.17,2014-11-04,10:56:53
3084,381,553,[ 1  2  3  4  5  6  7  8  9 10 11 12],545,446,226,11.33,2014-11-04,10:56:53
3085,494,553,[ 1  2  3  4  5  6  7  8  9 10 11 12],1070,333,136,10.18,2014-11-04,10:56:53
3086,109,554,[1 2 3 4 5 6 7 8 9],2251,311,29,382.78,2019-09-06,23:01:37
3087,454,555,[1 2 3 4 5 6 7 8],3814,302,171,42.53,2019-07-30,09:51:41
3088,80,556,[1 2 3 4 5 6 7 8],3692,283,189,18.84,2021-04-25,09:15:56
3089,18,556,[ 1  2  3  4  5  6  7  8  9 10 11 12],2712,156,136,45.09,2021-04-25,09:15:56
3090,291,556,[1 2 3 4 5 6 7 8],3108,186,58,182.02,2021-04-25,09:15:56
3091,354,556,[1 2 3],3029,185,117,8.25,2021-04-25,09:15:56
3092,497,557,[1 2 3 4 5 6 7 8],3527,285,6,18.65,2021-04-25,09:15:56
3093,364,557,[ 1  2  3  4  5  6  7  8  9 10 11 12],1976,152,65,22.01,2021-04-25,09:15:56
3094,40,557,[1 2 3 4 5 6 7 8],1714,122,214,553.61,2021-04-25,09:15:56
3095,290,557,[1 2 3],621,269,184,27.19,2021-04-25,09:15:56
3096,256,558,[1 2 3 4 5 6 7 8],1039,117,83,19.53,2021-04-25,09:15:56
3097,315,558,[ 1  2  3  4  5  6  7  8  9 10 11 12],3637,448,133,449.16,2021-04-25,09:15:56
3098,268,558,[1 2 3 4 5 6 7 8],1859,134,227,660.6,2021-04-25,09:15:56
3099,152,558,[1 2 3],3632,53,241,18.77,2021-04-25,09:15:56
3100,182,559,[1 2 3 4 5 6 7 8],907,472,181,572.01,2021-04-25,09:15:56
3101,261,559,[ 1  2  3  4  5  6  7  8  9 10 11 12],2795,288,221,21.41,2021-04-25,09:15:56
3102,128,559,[1 2 3 4 5 6 7 8],409,200,95,57.84,2021-04-25,09:15:56
3103,136,559,[1 2 3],3095,268,235,21.76,2021-04-25,09:15:56
3104,427,560,[1 2 3 4 5],1708,424,170,21.83,2011-05-24,20:56:29
3105,287,560,[ 1  2  3  4  5  6  7  8  9 10],2850,18,53,131.83,2011-05-24,20:56:29
3106,434,560,[1 2 3 4],2968,132,229,181.13,2011-05-24,20:56:29
3107,287,561,[1 2 3 4 5],1435,62,217,113.55,2011-05-24,20:56:29
3108,279,561,[ 1  2  3  4  5  6  7  8  9 10],3141,79,90,52.1,2011-05-24,20:56:29
3109,235,561,[1 2 3 4],3497,496,6,13.52,2011-05-24,20:56:29
3110,440,562,[1 2 3 4 5],58,50,222,107.87,2011-05-24,20:56:29
3111,235,562,[ 1  2  3  4  5  6  7  8  9 10],479,231,127,62.1,2011-05-24,20:56:29
3112,52,562,[1 2 3 4],814,343,109,9.99,2011-05-24,20:56:29
3113,153,563,[1 2 3 4 5 6],1016,331,45,27.63,2015-08-29,03:19:34
3114,197,564,[1 2 3],2212,217,11,437.79,2012-12-28,18:51:29
3115,214,564,[ 1  2  3  4  5  6  7  8  9 10 11],2632,274,152,26.94,2012-12-28,18:51:29
3116,419,565,[1 2 3],3637,227,126,485.23,2012-12-28,18:51:29
3117,36,565,[ 1  2  3  4  5  6  7  8  9 10 11],1010,209,118,30.15,2012-12-28,18:51:29
3118,472,566,[1 2 3 4],3651,99,145,43.45,2017-03-09,15:57:59
3119,318,566,[1 2 3 4 5 6 7 8],614,61,170,32.63,2017-03-09,15:57:59
3120,149,566,[1 2 3 4 5 6 7 8 9],3228,82,54,27.78,2017-03-09,15:57:59
3121,453,566,[1 2 3],52,245,150,44.69,2017-03-09,15:57:59
3122,11,566,[1 2 3 4 5 6],24,239,78,9.38,2017-03-09,15:57:59
3123,184,566,[1 2 3 4],3255,378,191,82.75,2017-03-09,15:57:59
3124,344,566,[1],1135,73,54,2084.02,2017-03-09,15:57:59
3125,275,567,[1 2 3 4],3031,415,235,79.17,2017-03-09,15:57:59
3126,288,567,[1 2 3 4 5 6 7 8],1517,23,120,15.1,2017-03-09,15:57:59
3127,243,567,[1 2 3 4 5 6 7 8 9],2352,107,56,295.67,2017-03-09,15:57:59
3128,260,567,[1 2 3],1308,473,71,24.51,2017-03-09,15:57:59
3129,130,567,[1 2 3 4 5 6],1054,408,185,13.06,2017-03-09,15:57:59
3130,4,567,[1 2 3 4],2022,62,113,63.14,2017-03-09,15:57:59
3131,161,567,[1],29,462,60,18.47,2017-03-09,15:57:59
3132,458,568,[1 2 3 4],211,112,144,42.18,2017-03-09,15:57:59
3133,486,568,[1 2 3 4 5 6 7 8],3600,326,239,26.88,2017-03-09,15:57:59
3134,243,568,[1 2 3 4 5 6 7 8 9],2405,496,138,317.13,2017-03-09,15:57:59
3135,244,568,[1 2 3],619,402,233,10.35,2017-03-09,15:57:59
3136,375,568,[1 2 3 4 5 6],2464,166,236,99.31,2017-03-09,15:57:59
3137,351,568,[1 2 3 4],3781,112,136,16.22,2017-03-09,15:57:59
3138,18,568,[1],581,249,176,18.89,2017-03-09,15:57:59
3139,87,569,[1 2 3 4],1960,81,62,10.97,2017-03-09,15:57:59
3140,262,569,[1 2 3 4 5 6 7 8],2333,266,51,685.15,2017-03-09,15:57:59
3141,21,569,[1 2 3 4 5 6 7 8 9],1711,408,51,9.24,2017-03-09,15:57:59
3142,217,569,[1 2 3],218,469,141,17.8,2017-03-09,15:57:59
3143,102,569,[1 2 3 4 5 6],2787,425,136,12.94,2017-03-09,15:57:59
3144,108,569,[1 2 3 4],2764,415,155,12.56,2017-03-09,15:57:59
3145,156,569,[1],2158,117,129,120.76,2017-03-09,15:57:59
3146,406,570,[1 2 3 4],2038,436,210,31.11,2017-03-09,15:57:59
3147,271,570,[1 2 3 4 5 6 7 8],2926,18,245,64.35,2017-03-09,15:57:59
3148,262,570,[1 2 3 4 5 6 7 8 9],1168,3,110,17.01,2017-03-09,15:57:59
3149,143,570,[1 2 3],2730,302,75,40.69,2017-03-09,15:57:59
3150,150,570,[1 2 3 4 5 6],1958,137,61,101.98,2017-03-09,15:57:59
3151,124,570,[1 2 3 4],3290,206,24,64.79,2017-03-09,15:57:59
3152,166,570,[1],2064,308,221,9.93,2017-03-09,15:57:59
3153,342,571,[1 2 3 4],1134,85,116,1174.68,2017-03-09,15:57:59
3154,235,571,[1 2 3 4 5 6 7 8],3777,195,53,198.34,2017-03-09,15:57:59
3155,237,571,[1 2 3 4 5 6 7 8 9],2427,127,242,13.46,2017-03-09,15:57:59
3156,269,571,[1 2 3],333,90,70,22.58,2017-03-09,15:57:59
3157,170,571,[1 2 3 4 5 6],2846,317,176,224.46,2017-03-09,15:57:59
3158,494,571,[1 2 3 4],372,169,151,17.86,2017-03-09,15:57:59
3159,359,571,[1],1323,63,54,166.02,2017-03-09,15:57:59
3160,440,572,[1 2 3 4],474,497,238,19.56,2017-03-09,15:57:59
3161,317,572,[1 2 3 4 5 6 7 8],3298,180,197,48.07,2017-03-09,15:57:59
3162,164,572,[1 2 3 4 5 6 7 8 9],3338,465,65,10.11,2017-03-09,15:57:59
3163,358,572,[1 2 3],1437,84,73,23.28,2017-03-09,15:57:59
3164,287,572,[1 2 3 4 5 6],395,443,191,1009.43,2017-03-09,15:57:59
3165,256,572,[1 2 3 4],1644,441,215,11.37,2017-03-09,15:57:59
3166,28,572,[1],1980,198,66,9.62,2017-03-09,15:57:59
3167,164,573,[1 2 3 4],1900,259,181,5.75,2002-10-24,13:56:22
3168,177,573,[1 2 3 4 5 6 7],2409,121,219,191.81,2002-10-24,13:56:22
3169,110,573,[ 1  2  3  4  5  6  7  8  9 10 11],1937,293,11,10.98,2002-10-24,13:56:22
3170,143,573,[1 2 3 4 5],404,83,181,1003.32,2002-10-24,13:56:22
3171,369,573,[1 2 3 4 5 6 7],3667,55,177,17.14,2002-10-24,13:56:22
3172,210,573,[ 1  2  3  4  5  6  7  8  9 10],1739,329,194,21.43,2002-10-24,13:56:22
3173,424,573,[1 2 3],1962,118,117,9.63,2002-10-24,13:56:22
3174,446,574,[1 2 3 4],3408,45,155,186.1,2002-10-24,13:56:22
3175,338,574,[1 2 3 4 5 6 7],1764,377,126,12.93,2002-10-24,13:56:22
3176,246,574,[ 1  2  3  4  5  6  7  8  9 10 11],3511,172,162,213.28,2002-10-24,13:56:22
3177,85,574,[1 2 3 4 5],1130,246,197,1791.26,2002-10-24,13:56:22
3178,232,574,[1 2 3 4 5 6 7],751,79,93,23.59,2002-10-24,13:56:22
3179,300,574,[ 1  2  3  4  5  6  7  8  9 10],358,60,227,13.57,2002-10-24,13:56:22
3180,221,574,[1 2 3],3219,172,122,22.66,2002-10-24,13:56:22
3181,202,575,[1 2 3 4],853,268,206,277.05,2002-10-24,13:56:22
3182,133,575,[1 2 3 4 5 6 7],2435,489,240,41.23,2002-10-24,13:56:22
3183,422,575,[ 1  2  3  4  5  6  7  8  9 10 11],2217,430,75,609.53,2002-10-24,13:56:22
3184,343,575,[1 2 3 4 5],188,141,100,13.84,2002-10-24,13:56:22
3185,252,575,[1 2 3 4 5 6 7],2346,31,125,233.48,2002-10-24,13:56:22
3186,57,575,[ 1  2  3  4  5  6  7  8  9 10],376,309,43,20.83,2002-10-24,13:56:22
3187,325,575,[1 2 3],510,369,175,25.37,2002-10-24,13:56:22
3188,246,576,[1 2 3 4],2926,203,112,61.84,2002-10-24,13:56:22
3189,2,576,[1 2 3 4 5 6 7],492,396,70,76.23,2002-10-24,13:56:22
3190,417,576,[ 1  2  3  4  5  6  7  8  9 10 11],3030,373,59,28.14,2002-10-24,13:56:22
3191,360,576,[1 2 3 4 5],968,270,142,14.67,2002-10-24,13:56:22
3192,7,576,[1 2 3 4 5 6 7],36,102,167,19.36,2002-10-24,13:56:22
3193,218,576,[ 1  2  3  4  5  6  7  8  9 10],545,426,139,10.75,2002-10-24,13:56:22
3194,295,576,[1 2 3],3751,56,227,32.01,2002-10-24,13:56:22
3195,122,577,[1 2 3 4],2459,181,220,38.5,2002-10-24,13:56:22
3196,22,577,[1 2 3 4 5 6 7],714,156,229,18.81,2002-10-24,13:56:22
3197,398,577,[ 1  2  3  4  5  6  7  8  9 10 11],3597,122,236,21.06,2002-10-24,13:56:22
3198,310,577,[1 2 3 4 5],201,295,207,1339.53,2002-10-24,13:56:22
3199,14,577,[1 2 3 4 5 6 7],3571,438,28,50.18,2002-10-24,13:56:22
3200,30,577,[ 1  2  3  4  5  6  7  8  9 10],169,359,44,196.99,2002-10-24,13:56:22
3201,371,577,[1 2 3],3420,321,80,8.44,2002-10-24,13:56:22
3202,269,578,[1 2 3 4],700,88,72,17.11,2002-10-24,13:56:22
3203,353,578,[1 2 3 4 5 6 7],1546,279,211,26.63,2002-10-24,13:56:22
3204,306,578,[ 1  2  3  4  5  6  7  8  9 10 11],1460,56,155,32.85,2002-10-24,13:56:22
3205,247,578,[1 2 3 4 5],2522,46,188,784.91,2002-10-24,13:56:22
3206,210,578,[1 2 3 4 5 6 7],3595,40,191,172.78,2002-10-24,13:56:22
3207,246,578,[ 1  2  3  4  5  6  7  8  9 10],1016,247,218,26.11,2002-10-24,13:56:22
3208,308,578,[1 2 3],3048,340,194,41.81,2002-10-24,13:56:22
3209,130,579,[1 2 3 4],650,226,182,37.77,2002-10-24,13:56:22
3210,260,579,[1 2 3 4 5 6 7],3761,346,134,43.39,2002-10-24,13:56:22
3211,61,579,[ 1  2  3  4  5  6  7  8  9 10 11],712,200,4,40.38,2002-10-24,13:56:22
3212,468,579,[1 2 3 4 5],3379,43,32,9.84,2002-10-24,13:56:22
3213,13,579,[1 2 3 4 5 6 7],1934,53,15,13.18,2002-10-24,13:56:22
3214,485,579,[ 1  2  3  4  5  6  7  8  9 10],3469,127,14,9.83,2002-10-24,13:56:22
3215,447,579,[1 2 3],222,66,124,24.42,2002-10-24,13:56:22
3216,348,580,[1 2 3 4 5 6 7],604,367,132,38.45,2006-02-21,20:47:17
